A4_name,main_vein_curvature,sub_vein_1_curvature,sub_vein_2_curvature,sub_vein_3_curvature
6_33.JPG,0.2234695127368489,0.8651224726019531,0.3601072402659566,0.7034788973053757
6_33.JPG,0.6265658083779376,0.30682011750951405,0.03729302337143322,0.14414241193867483
6_33.JPG,0.41287258003393673,0.4963259763590463,0.018610806692152138,0.5816156450564065
6_33.JPG,0.4364607478965684,0.5048104674499624,0.108820045034549,0.16009750177207052
6_33.JPG,0.7199658494472972,0.3311563212810287,0.34792167548883596,0.19649606106245818
6_33.JPG,0.08474200540462906,0.33594714919824936,1.007677350534732,0.08223674070543018
6_33.JPG,0.9926782973888054,0.039458160861499336,1.0071004467073201,0.23038967326222862
6_33.JPG,0.47953941552636015,0.07069320474074564,0.3419382377179853,0.01587419652049268
6_33.JPG,0.055865712025662116,0.04640611417511194,0.12554006912279192,0.02731428655566642
6_33.JPG,0.34772147359781225,0.01329237609520351,0.10705480895585842,0.03844254066196912
6_33.JPG,1.1035683090999415,0.01677334495385665,0.26660391425438573,0.04839882331829875
6_33.JPG,0.0034070123702134338,0.08110156989276487,0.9883189699789716,0.05476697618128875
6_33.JPG,0.07781761083366945,0.12392121455051767,0.11995742783446649,0.053822669567535904
6_33.JPG,0.007467938141009407,0.13586482816585807,0.12603162448583177,0.041849337123540074
6_33.JPG,0.07037026410608994,0.11149634590184052,1.5703035519632296,0.017247981226131845
6_33.JPG,0.025725806225704993,0.057928079424150514,1.3379347333989808,0.009683397283214275
6_33.JPG,0.2079919341936808,0.00414777848526072,1.5509319936663606,0.027259708163598233
6_33.JPG,0.5334418445854361,0.03070280741061599,1.5211643321995878,0.03478814336452696
6_33.JPG,0.23022485834638556,0.048674187433667415,1.539847381840571,0.03382537480062632
6_33.JPG,0.5857724822261272,0.04856466512781386,1.5435535237862037,0.02669001872156821
6_33.JPG,0.36250685211138295,0.03900694191594435,1.5467922914602332,0.0151587957632329
6_33.JPG,0.0028055715327238648,0.03003298704128494,1.5539789948495073,0.0004093571286994237
6_33.JPG,0.07465156727418436,0.02190307184931888,1.5584072070317498,0.017078828164738574
6_33.JPG,0.019387971347231782,0.014740720504729809,1.5665569188232564,0.03243490637424162
6_33.JPG,0.012398623509296589,0.008590648557267088,1.5675571828204842,0.047417319606295
6_33.JPG,0.022579984292886296,0.0034593363063030757,1.5881998872086645,0.06177868146893699
6_33.JPG,0.012242558133975234,0.0006607099894060688,1.5057683549839886,0.07402018129214251
6_33.JPG,0.00502420977858446,0.003778852015951749,1.6549628358530288,0.08155644949618907
6_33.JPG,0.016322621050864572,0.005902016744125042,0.8640825683854478,0.08150368595341535
6_33.JPG,0.021905222061197476,0.007034616207862704,0.11597011297743541,0.07439950656727577
6_33.JPG,0.021708948593850218,0.0071800394828332465,0.8800686344934333,0.06279606653154672
6_33.JPG,0.1563206726252014,0.006341949489353276,0.028947061996563293,0.04761684175552464
6_33.JPG,0.5685871296668256,0.004524455188176409,1.653078278865919,0.02976904968519755
6_33.JPG,0.2985991293217331,0.0017310497852735716,1.3522634110558762,0.009853790116121206
6_33.JPG,0.6659155004762876,0.0020369907151968217,1.5584372390804975,0.011870548129566852
6_33.JPG,0.13962214189622182,0.00678127010261181,1.6543967180755044,0.03526963319904572
6_33.JPG,0.44194740522948495,0.012503731607318108,0.870832595335271,0.05553436565385057
6_33.JPG,0.07349005767739769,0.01919783942538462,0.11930725823950716,0.06761139157209377
6_33.JPG,2.5185283606378777,0.026032066975891353,0.8671555685386796,0.07123100794154694
6_33.JPG,1.3367100473396802,0.0321402725358626,0.026469412519811955,0.0671247081509169
6_33.JPG,0.15282237904778256,0.037425614443119676,1.542081685383996,0.05696685621445913
6_33.JPG,0.008716911456819238,0.04177430622467443,1.3638012733897018,0.042637325028106556
6_33.JPG,0.04447451343208137,0.04507688490416114,0.8672382837209999,0.025370828141147713
