A4_name,main_vein_curvature,sub_vein_1_curvature,sub_vein_2_curvature,sub_vein_3_curvature,sub_vein_4_curvature
6_33.JPG,1.9456658717916508e-05,0.10543892032845775,0.11351682106194803,0.05042601914555756,0.10888589449649684
6_33.JPG,8.001472670919688e-05,0.07079921851795128,1.5333196235539162,0.14385877996177346,0.4987139782752437
6_33.JPG,2.603580959733566e-05,0.046316241163552874,0.09398505997950446,0.3069367070357977,1.067847764619814
6_33.JPG,8.12015878287765e-06,0.028674332055573324,6.633370506683777,0.3141077208013093,0.1490465920598362
6_33.JPG,3.589892805483345e-06,0.01552262486393539,6.175554462127067,0.1650523367544985,0.3825863541535642
6_33.JPG,9.852165953715659e-07,0.005299416127091396,0.18252430051188098,0.05219963772205711,0.08162867545295358
6_33.JPG,1.2680425811630275e-06,0.003013726357457637,0.29084874562039664,0.004656346969108517,0.12052489416927807
6_33.JPG,4.62939523789033e-06,0.010078322150576352,0.9996426586375774,0.03743083611915214,0.20280711989346342
6_33.JPG,6.1882457663553e-06,0.016320143243577556,0.21344395421945828,0.049579278209672784,0.16055825514404015
6_33.JPG,5.601356915390386e-06,0.022003067245302956,0.03391339759238854,0.04841980947552551,0.0889124471921722
6_33.JPG,6.227698541631383e-06,0.027272427597122714,0.29415626674489775,0.04692093112170155,0.037483561089644304
6_33.JPG,6.6001234841277146e-06,0.03218009848634312,0.9869138374382891,0.04548232866809452,0.007858365270284828
6_33.JPG,5.698540257033492e-06,0.03670009915707701,0.9677920321637747,0.04448053490079979,0.06531811962478691
6_33.JPG,6.430947357019915e-06,0.04074142851194846,0.25702170345518854,0.04424231362306122,0.12480946588298407
6_33.JPG,1.4147131904339793e-05,0.04416337349336253,0.03908199744497365,0.045033195997414927,0.12367672369344936
6_33.JPG,2.525346786736648e-05,0.04679674630852866,0.03791754179971597,0.04705272720773916,0.06459085722642435
6_33.JPG,2.9301711353042527e-05,0.04847174674544853,0.24364855020666562,0.05042688690074402,0.009836003562648209
6_33.JPG,3.2899205945997104e-05,0.049049512162517066,0.9231254748871787,0.05363103480732393,0.02417847519676525
