image,main_vein_curvature,sub_vein_0curvature,sub_vein_1curvature,sub_vein_2curvature
./corrected_after/3.jpg,0.15116820309687912,0.0001050269521224746,1.1635028333868829,0.39640206735423017
./corrected_after/3.jpg,0.3266673388011295,0.00040781907291531714,0.10828467752149618,0.15606019940031948
./corrected_after/3.jpg,0.7822828841000196,7.597137001862049e-05,0.05965969467477015,0.10577097354341593
./corrected_after/3.jpg,0.8624446948082914,7.956172091845934e-06,0.2718806240833775,0.3235613113648828
./corrected_after/3.jpg,0.055944654055279125,4.167107391271956e-07,0.9336984906435496,0.3403522586450172
./corrected_after/3.jpg,0.8448431192207332,9.112254068686757e-07,0.5562655404851052,0.19322145717639633
./corrected_after/3.jpg,0.062790863149842,1.735040210928948e-05,0.5839451054425709,0.0820849756570161
./corrected_after/3.jpg,0.023808173656827615,1.987443613020803e-05,0.8375727459258926,0.013964232039711954
./corrected_after/3.jpg,0.025853382794244997,1.816464076420866e-05,0.05287051604796894,0.07637357662589639
./corrected_after/3.jpg,0.07862714090123481,1.9018852555450705e-05,0.7435614881923752,0.5678743063929554
./corrected_after/3.jpg,1.3233907099578681,1.7282861756573376e-05,3.4118260381321313,1.109963698017938
./corrected_after/3.jpg,1.371793218178138,1.805489939443145e-05,0.25694802856843074,0.12264877705191178
./corrected_after/3.jpg,0.0027795280813828096,1.644558092699349e-05,0.02889242252947432,0.6530233321961117
./corrected_after/3.jpg,1.3729644109830998,1.7155814213845442e-05,0.5787267818349363,0.37995572330547367
./corrected_after/3.jpg,1.3807368866966827,1.566088732529819e-05,10.229271428030108,0.014574394525999207
./corrected_after/3.jpg,0.0007847772132891927,1.6300193755371264e-05,36.21751508646716,6.568881452978774
./corrected_after/3.jpg,1.392830887049942,1.4783436989810537e-05,14.10309804824019,3.7352050127675014
./corrected_after/3.jpg,1.4004281486398096,1.4065022145106327e-05,97.99336286905096,0.05739673198799642
./corrected_after/3.jpg,0.0017943199167993835,1.3203823954626342e-06,159.55552321135164,0.3020950633429807
./corrected_after/3.jpg,1.4251179172373902,1.0886008644166668e-05,172.7852719231523,0.5260017680597882
./corrected_after/3.jpg,1.3744660078488828,1.0378456299642058e-05,173.2769676745574,0.5986362624460017
./corrected_after/3.jpg,0.10153290524956311,2.1258230088155793e-06,170.1073204160305,0.007789478677438288
