image,main_vein_curvature,sub_vein_0curvature,sub_vein_1curvature,sub_vein_2curvature
./corrected_after/2.jpg,0.0348775918557923,0.05479584282337182,1.219178040436023,0.031465574864653525
./corrected_after/2.jpg,0.11683838860985807,0.01659419985386601,0.2046124307941897,0.033440694112289754
./corrected_after/2.jpg,0.02229518995843046,0.008538315003859948,0.19928910683909942,0.03395968330226448
./corrected_after/2.jpg,0.00625993749096313,0.015688120968905733,0.912684617501421,0.033357576924209674
./corrected_after/2.jpg,0.06313329993579335,0.0006616355089142783,0.8756275175575557,0.03191138813411884
./corrected_after/2.jpg,0.47290538214237254,0.017614703049340624,0.11654127399160849,0.029849836158069184
./corrected_after/2.jpg,0.22136948459298506,0.015940366853708126,0.8438739564600435,0.027355371714119826
./corrected_after/2.jpg,1.5724705561687315,0.007757070083490205,0.04136374859787784,0.024563565388225947
./corrected_after/2.jpg,0.9414676443766354,0.028630184734853393,1.6770130563932397,0.021562238051574353
./corrected_after/2.jpg,0.646056136860967,0.019851618021090547,1.4622286897778913,0.018390571008497697
./corrected_after/2.jpg,1.206514024148321,0.01902565608510794,1.1023037281309105,0.015036906351556044
./corrected_after/2.jpg,0.005927582881389047,0.047524639005181446,0.5800946327485104,0.011432778487106086
./corrected_after/2.jpg,0.04182321042394588,0.025602215155051105,0.5586896346559822,0.007439370309756312
./corrected_after/2.jpg,0.0034409492062842375,0.044524520396812935,1.143379395240448,0.002820232155410388
./corrected_after/2.jpg,0.040313610343458796,0.08502797407396763,0.914185142230176,0.0013340499971704297
./corrected_after/2.jpg,0.0020390747865869597,0.02280958758742246,0.08453133002366739,0.007468958277760492
./corrected_after/2.jpg,0.022675834355087618,0.13470053961703873,0.8742592173739866,0.021173190347760076
./corrected_after/2.jpg,0.00047835645945159427,0.2418713667213809,0.10818153620021735,0.039227159045080374
./corrected_after/2.jpg,0.0036000149553430663,0.15985860942029342,0.10324832991903142,0.054291626728988816
./corrected_after/2.jpg,0.0023044343572589973,0.0040767395630223425,0.8599459615132921,0.05874844127518623
./corrected_after/2.jpg,0.16425492853689092,0.05782830411170277,0.072334393825388,1.2868677635803984
./corrected_after/2.jpg,0.17231039262005302,0.1884308994492323,0.8738026920700377,1.937132966226941
