image,main_vein_curvature,sub_vein_0curvature,sub_vein_1curvature,sub_vein_2curvature
./corrected_after/1.jpg,0.17490869530336406,0.49799591873664284,0.011086644165320075,8.211928602524868e-16
./corrected_after/1.jpg,0.40430178826105206,0.1512927364219726,0.004450431049202696,8.666813927302636e-14
./corrected_after/1.jpg,0.5089553249753531,0.019694484712564,4.590929672263576,8.958960348219977e-12
./corrected_after/1.jpg,0.275066457004577,0.0961839841067278,2.0539030694367146,8.518597817631919e-10
./corrected_after/1.jpg,0.08302491449904678,0.06879042534361932,0.07546861995489551,4.315315172269626e-08
./corrected_after/1.jpg,0.022649485382533797,0.09509956130886672,0.07815022632771158,1.5381528433564962e-07
./corrected_after/1.jpg,0.09149127519628167,0.19790450296338957,0.21969117347957745,3.883204201200164e-08
./corrected_after/1.jpg,0.13152014194747813,0.11883613679931213,0.2086900722136264,8.376003716257386e-09
./corrected_after/1.jpg,0.10102629713233326,0.01085925131050958,0.08967588584918275,3.900170898283775e-09
./corrected_after/1.jpg,0.026373643292747138,0.15429431165529736,0.016303605999218283,2.3593845122890038e-09
./corrected_after/1.jpg,0.026121076288746225,0.23665742262257655,0.05928257435730682,1.3311489946108532e-09
./corrected_after/1.jpg,0.04928383555514766,0.18488050279412604,0.041093289971235306,5.232794764543256e-10
./corrected_after/1.jpg,0.04446039604392878,0.10560253906649762,0.006261061145390908,4.5617267774871447e-10
./corrected_after/1.jpg,0.030178922277884122,0.03564693764685693,0.014299073685587164,1.2434255116587428e-09
./corrected_after/1.jpg,0.021178326534157802,0.018205382950839167,0.022594896089265373,1.8160282321009097e-09
./corrected_after/1.jpg,0.01667793798695592,0.05679368998677721,0.01798382770298045,2.324313262276356e-09
./corrected_after/1.jpg,0.014377053809412512,0.07890065752954892,0.00041237797766757023,2.907982207721366e-09
./corrected_after/1.jpg,0.01232412230262588,0.08209061968178599,0.02111659407528643,3.568881667887689e-09
./corrected_after/1.jpg,0.01049441464949869,0.06611627125957731,0.03245518617892674,4.155392053771216e-09
./corrected_after/1.jpg,0.008865780782638348,0.03311648609224649,0.03499557900106808,4.540264384815634e-09
./corrected_after/1.jpg,0.007418851195173261,0.0030428881531761607,0.030213211392971534,4.718590271960389e-09
./corrected_after/1.jpg,0.006137027780921403,0.030967861250134388,0.019633105902712417,4.846921040238814e-09
./corrected_after/1.jpg,0.005006350361116169,0.05130402318385065,0.007370145078798246,5.121691407594982e-09
./corrected_after/1.jpg,0.004015294845505699,0.06313494401941314,0.0037473414790920364,5.242451600914601e-09
./corrected_after/1.jpg,0.0031545377741897056,0.06497936053795633,0.014497935007601017,5.180870538714669e-09
./corrected_after/1.jpg,0.002416707779510984,0.05596298143122367,0.02553639950926954,5.2570381946092666e-09
./corrected_after/1.jpg,0.0017961352612841774,0.036239576026839866,0.037410938273022505,5.185450907335023e-09
./corrected_after/1.jpg,0.0012886057511916358,0.006307529013070693,0.048508709934170696,5.124770904565056e-09
./corrected_after/1.jpg,0.0008911189464104161,0.03400520365375759,0.05619108241048007,4.90767749479307e-09
./corrected_after/1.jpg,0.0006016534395600887,0.07095193834311353,0.059094048331755765,4.6012567570014785e-09
./corrected_after/1.jpg,0.00041893622214757,0.0888463552397687,0.05591059333108049,4.788098591726656e-09
./corrected_after/1.jpg,0.0002609204120613205,0.08640659581194465,0.04587660331200264,8.750845561278675e-09
./corrected_after/1.jpg,4.610723283423698e-05,0.06554636433610678,0.01756021585352488,1.3490418903954706e-08
./corrected_after/1.jpg,0.00022570594471880748,0.029797210763169282,0.03959642035642574,1.4279196126622856e-08
./corrected_after/1.jpg,0.0005550085449133106,0.02026306641527136,0.11880707627550945,1.4678789708681755e-08
./corrected_after/1.jpg,0.0009426413825549468,0.09014915163574343,0.132338315393413,1.5073972601892074e-08
./corrected_after/1.jpg,0.0013898621365302276,0.18760713391660042,0.04752550470464854,1.5500784208125106e-08
./corrected_after/1.jpg,0.0018984120288301372,0.2935679173665157,0.03655199746361476,1.5872712132608395e-08
./corrected_after/1.jpg,0.0024705839740681397,0.19549237279256446,0.07087835743230385,1.6253513302536086e-08
./corrected_after/1.jpg,0.0031092923136410177,0.1090318991243237,0.043449591983150716,1.6812327682415588e-08
./corrected_after/1.jpg,0.0038181439687714363,0.8882438559024208,0.0015880958589020264,1.7442216836072018e-08
./corrected_after/1.jpg,0.004601510383218959,0.2940508974285435,0.0022927424814515895,1.802093983685265e-08
./corrected_after/1.jpg,0.005464598905504171,0.00952120051961392,0.014042853367351536,1.8610757494733123e-08
./corrected_after/1.jpg,0.006413521182370594,0.0626546787938121,0.019714045107479358,1.9292082414774407e-08
./corrected_after/1.jpg,0.0074553545670780165,0.10743074690068667,0.01410184217798854,2.0007381520882495e-08
./corrected_after/1.jpg,0.008598190314245465,0.11233445419139478,0.003357141713409683,2.083679238298936e-08
./corrected_after/1.jpg,0.009123051944148973,0.025511268424293725,0.03192380523143544,2.1730283070460794e-08
./corrected_after/1.jpg,0.0082494326184648,0.07564002892720288,0.06805860842886495,2.2956583307867073e-08
./corrected_after/1.jpg,0.005903870013666698,0.09512875420364024,0.08976364792127585,2.435288035365202e-08
./corrected_after/1.jpg,0.002051977352284586,0.06248960121690704,0.08454349516384545,2.5719528562384557e-08
./corrected_after/1.jpg,0.0032696576938995316,0.008585534416703813,0.06408363097510843,2.7156606675255492e-08
./corrected_after/1.jpg,0.009921361194547883,0.07968657761217414,0.03819974756984149,2.881868859845298e-08
./corrected_after/1.jpg,0.017627317593257683,0.17654180945499556,0.009626500189817755,3.060382997443099e-08
./corrected_after/1.jpg,0.023799486849841126,0.08346407695977877,0.015876988273501008,3.26754459251244e-08
./corrected_after/1.jpg,0.026305715761095843,0.08599339366986661,0.03361656801580748,3.490979237186879e-08
