image,main_vein_curvature,sub_vein_0curvature,sub_vein_1curvature,sub_vein_2curvature,sub_vein_3curvature,sub_vein_4curvature
./corrected_after/7.jpg,0.5011843524156693,0.48165244062696794,0.06672016883742503,2.050174630357519,9.587172829381169e-06,0.5045149435320609
./corrected_after/7.jpg,0.056829495435882685,0.2924572213044453,0.08480129449568581,0.38488312972579664,0.00014241693899930748,0.16122167035308652
./corrected_after/7.jpg,0.18852965085640122,0.07181585643354006,0.10482294974878853,0.5276564429602362,0.049891862307025095,0.0529476910201429
./corrected_after/7.jpg,0.1575850340034898,0.06732249624523139,0.12401002277612211,0.23314648252603037,0.00042507320107104066,0.01034265290039863
./corrected_after/7.jpg,1.4844756875876366,0.1607491212595001,0.13818441487546615,0.742554910921489,8.489501571077168e-05,0.010263173170162386
./corrected_after/7.jpg,0.287401548980953,0.19258410558971897,0.14337461947783664,0.6778458618903278,2.7878763175946375e-05,0.02142251575644403
./corrected_after/7.jpg,0.546579073488959,0.14692859825838386,0.1381009010119472,0.11940546252478608,1.1545424373815748e-05,0.02670130348288393
./corrected_after/7.jpg,0.6293839002156159,0.0839660890334688,0.12425655906158165,5.9419893688499705,5.1492297986991135e-06,0.026065565177502394
./corrected_after/7.jpg,0.09927739030972635,0.04445750741082055,0.10569883696353125,0.08095273933734161,2.3486369400747553e-06,0.017141327752415298
./corrected_after/7.jpg,0.1388410086397696,0.021939311501544087,0.08609804804396938,0.016458686691174836,1.020750134160961e-06,0.004866518056773098
./corrected_after/7.jpg,0.029746317879048304,0.012214078712668015,0.06776928560016399,0.12745263681138344,4.0913982561264106e-07,0.04757277671498727
./corrected_after/7.jpg,0.07680900824305524,0.013501504257564582,0.051660170972608895,0.056626963313568354,1.2635593654783545e-07,0.11932248006829853
./corrected_after/7.jpg,0.02852649156734046,0.024702657061778075,0.03782238873673109,0.01029315787619933,1.4479517713971904e-08,0.21453503053990466
./corrected_after/7.jpg,0.03927676294327641,0.034414819839750525,0.025857937282109836,0.4618318621672542,3.4393171851165066e-08,0.03265565756591219
./corrected_after/7.jpg,0.08826682785930369,0.033708651929687694,0.01588619967889123,1.2022246870430597,7.071472106044111e-08,1.1226541916348969
./corrected_after/7.jpg,0.11633688494027539,0.025128402674956554,0.00788897543343589,0.15538134383441557,7.277079696219589e-08,0.4423135751045981
./corrected_after/7.jpg,0.08928439504359086,0.010526954004396082,0.0012857639118333361,1.1789068719081124,4.076170207943239e-08,0.11786962464387467
./corrected_after/7.jpg,0.02637200159318637,0.010371150637706382,0.004305587102202065,1.1390706098443564,1.0810364615410612e-08,0.7263542268321552
./corrected_after/7.jpg,0.01920164136123841,0.041388015211107014,0.009115814558006894,0.39266280451438546,1.500869091583521e-08,0.11858805093456759
./corrected_after/7.jpg,0.04094628270388285,0.07957944831211798,0.013257137639832562,0.012293563711811631,3.6512500946182287e-08,0.1833458280682032
./corrected_after/7.jpg,0.041171555279126255,0.11497023334004174,0.016745453141184783,0.0574671416197232,5.2986634266797464e-08,0.17224453530481335
./corrected_after/7.jpg,0.03227035008554374,0.13713004552141425,0.019517031751752543,0.1293183910907611,6.572651302602925e-08,0.08760220482570842
./corrected_after/7.jpg,0.02319406171232008,0.13142058225977238,0.0214447080566484,0.5678602402401927,7.351971833094802e-08,0.0103432954598612
./corrected_after/7.jpg,0.013780180840206114,0.09243236902721627,0.022357372572990107,0.8419204170497396,8.354239110872881e-08,0.023578608090784256
./corrected_after/7.jpg,0.0036120628156773625,0.04214594269564214,0.022064532620135337,0.06906934976724477,1.558146662634767e-07,0.01861294698856025
./corrected_after/7.jpg,0.004103965857565787,0.0010561620290970017,0.020385073751014768,1.0247112713712752,1.5879556665542745e-07,0.002287940875169775
./corrected_after/7.jpg,0.005811043561326054,0.030806324186816995,0.017177026147017705,0.13268706739564842,7.427885957954131e-08,0.008134255698702936
./corrected_after/7.jpg,0.0011698871781991337,0.0535856721072685,0.013244067188938776,0.5709474210285872,2.4819862857435014e-08,0.014307730812850998
./corrected_after/7.jpg,0.0100104506339681,0.06664351747525041,0.009531472559624528,0.32036270065336603,9.144772146592242e-08,0.016736347432186764
