image,main_vein_curvature,sub_vein_0curvature,sub_vein_1curvature
./corrected_after/5.jpg,0.4818853579934186,0.0926803740416153,0.13400689201771812
./corrected_after/5.jpg,0.16187205069052732,0.05638101900088417,0.5939676563848312
./corrected_after/5.jpg,0.8618225689316955,0.019459764749553375,0.99366209631136
./corrected_after/5.jpg,0.22496456171374674,0.01992364586893544,0.5969617265071403
./corrected_after/5.jpg,0.0856653615760678,0.06489686406425663,0.6101802222138686
./corrected_after/5.jpg,0.03241665668286369,0.11317148858975927,1.7849224567371649
./corrected_after/5.jpg,0.011621645909782713,0.14935721965335705,1.6346759626300311
./corrected_after/5.jpg,0.002748928252739412,0.1472219207229921,0.8454849835422463
./corrected_after/5.jpg,0.0037467542260358456,0.08858974173045021,0.03411219967336549
./corrected_after/5.jpg,0.015890607884112784,0.026096757143029635,0.8049156834436315
./corrected_after/5.jpg,0.04938396306506451,0.20589153801018983,1.054996718367739
./corrected_after/5.jpg,0.1457077684373984,0.43813956604938087,0.46805594376733317
./corrected_after/5.jpg,0.41526924334642584,0.5061290512670227,0.4691311908837007
./corrected_after/5.jpg,1.3289117382154394,0.13285951303994273,1.0042858763555609
./corrected_after/5.jpg,0.09271683883632204,0.7644485886860317,1.0023650731493348
./corrected_after/5.jpg,0.06212865979271668,1.2486352797798086,0.45998145318053274
./corrected_after/5.jpg,0.08218946971158235,0.03280837373776282,0.45074740740711744
./corrected_after/5.jpg,0.11441544866674133,3.7398991135243618,1.0195116456631188
./corrected_after/5.jpg,2.2391510339247294,0.011084977871036284,0.7801575146554588
./corrected_after/5.jpg,1.798576222290146,0.0012350668026271392,0.034546728908573444
./corrected_after/5.jpg,1.2385585255113292,0.06213236756500484,0.8093441392856213
./corrected_after/5.jpg,0.7134239154140664,0.060583456651664966,1.6056052781439936
./corrected_after/5.jpg,0.6559951157568301,1.3915654014234708,1.6136167089070976
./corrected_after/5.jpg,1.1713518178812639,0.4854549162678738,1.0702340252453124
./corrected_after/5.jpg,1.149487753310257,0.13393876801359433,0.5935422025346238
./corrected_after/5.jpg,0.5505590300114186,0.01653085324409575,0.5741876463700806
./corrected_after/5.jpg,0.5082979027184729,0.04224580893022989,1.3044571605777358
./corrected_after/5.jpg,1.0582769370802523,0.08158126055560502,0.46885549352440437
./corrected_after/5.jpg,0.815528464877753,0.09650193607806347,0.3872412375753163
./corrected_after/5.jpg,0.005034945823843475,0.06517410856365265,0.18191530576554685
./corrected_after/5.jpg,0.7868331913486462,0.020407592241938638,0.027826952019028368
./corrected_after/5.jpg,0.9839505994559176,0.08755709162646404,0.003567873735945296
./corrected_after/5.jpg,0.4022078445001275,0.08661768583388844,0.0004742567489704904
./corrected_after/5.jpg,0.35340339453182834,0.05070776655384901,0.018900322771070063
./corrected_after/5.jpg,1.017977645319951,0.0003902827866185899,0.387357555323888
./corrected_after/5.jpg,0.006231966594535303,0.05309582881592466,3.075072929908484
./corrected_after/5.jpg,0.8340383057272278,0.0992484411116923,15.748864661089588
./corrected_after/5.jpg,0.16153053880766685,0.1311619481146097,204.40253595567972
